Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data,,,,
"WideOpenWest Cleveland, LLC",MICHIGAN,544193.2,Cable,1000,50,Inf,79.99,0,0,79.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
Michigan Bell Telephone Company,MICHIGAN,136552.0875,DSL,100,20,1000,69.99,0,0,69.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
Frontier Communications Corporation,MICHIGAN,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
"WideOpenWest Cleveland, LLC",MICHIGAN,544193.2,Cable,200,10,Inf,49.99,0,0,49.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MICHIGAN,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
Midcontinent Communications,MINNESOTA,30240.26765,Cable,50,5,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
Midcontinent Communications,MINNESOTA,15120.13383,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,37225.96348,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes,,,,
Halstad Telephone Company,MINNESOTA,60480.5353,FTTH,100,100,Inf,64.95,0,0,64.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,30240.26765,Cable,50,50,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
Midcontinent Communications,MINNESOTA,148903.8539,Cable,25,25,Inf,39.95,0,0,39.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
Midcontinent Communications,MINNESOTA,74451.92697,Cable,50,50,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
Midcontinent Communications,MINNESOTA,37225.96348,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,74451.92697,Cable,50,5,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
Midcontinent Communications,MINNESOTA,148903.8539,Cable,1000,20,Inf,99.95,0,0,99.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,15120.13383,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,74451.92697,Cable,100,100,Inf,59.95,0,0,59.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,148903.8539,Cable,500,20,Inf,79.95,0,0,79.95,0,Yes,,,,
Halstad Telephone Company,MINNESOTA,60480.5353,FTTH,75,75,Inf,54.95,0,0,54.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
Midcontinent Communications,MINNESOTA,60480.5353,Cable,25,25,Inf,39.95,0,0,39.95,0,Yes,,,,
Halstad Telephone Company,MINNESOTA,60480.5353,FTTH,250,250,Inf,74.95,0,0,74.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,60480.5353,Cable,1000,20,Inf,99.95,0,0,99.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,60480.5353,Cable,500,20,Inf,79.95,0,0,79.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
UPSALA COOPERATIVE TELEPHONE ASSOCIATION,MINNESOTA,60480.5353,FTTH,1000,1000,Inf,82.75,0,0,82.75,10,Yes,,,,
Halstad Telephone Company,MINNESOTA,60480.5353,FTTH,25,25,Inf,44.95,0,0,44.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,30240.26765,Cable,100,10,Inf,59.95,0,0,59.95,0,Yes,,,,
Halstad Telephone Company,MINNESOTA,60480.5353,FTTH,1000,1000,Inf,99.95,0,0,99.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,74451.92697,Cable,100,10,Inf,59.95,0,0,59.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
Midcontinent Communications,MINNESOTA,60480.5353,Cable,150,15,Inf,69.95,0,0,69.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,148903.8539,Cable,150,15,Inf,69.95,0,0,69.95,0,Yes,,,,
Midcontinent Communications,MINNESOTA,30240.26765,Cable,100,100,Inf,59.95,0,0,59.95,0,Yes,,,,
"Cable One, Inc.",MISSISSIPPI,148903.8539,Cable,100,10,300,55,0,0,55,0,Yes,,,,
"Cable One, Inc.",MISSISSIPPI,148903.8539,Cable,200,20,600,65,0,0,65,0,Yes,,,,
"Cable One, Inc.",MISSISSIPPI,148903.8539,Cable,300,30,900,80,0,0,80,0,Yes,,,,
"Cable One, Inc.",MISSISSIPPI,148903.8539,Cable,15,1,100,30,0,0,30,0,Yes,,,,
Suddenlink Communications,MISSOURI,60480.5353,Cable,20,2,150,59.99,0,3.5,63.49,0,Yes,,,,
Suddenlink Communications,MISSOURI,60480.5353,Cable,200,20,350,99.99,0,3.5,103.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MISSOURI,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
Suddenlink Communications,MISSOURI,148903.8539,Cable,100,7.5,250,89.99,0,3.5,93.49,0,Yes,,,,
Suddenlink Communications,MISSOURI,60480.5353,Cable,100,7.5,250,89.99,0,3.5,93.49,0,Yes,,,,
Suddenlink Communications,MISSOURI,148903.8539,Cable,20,2,150,59.99,0,3.5,63.49,0,Yes,,,,
Suddenlink Communications,MISSOURI,148903.8539,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
"Google Fiber Missouri, LLC",MISSOURI,60480.5353,FTTH,500,500,Inf,55,0,0,55,0,Yes,,,,
Suddenlink Communications,MISSOURI,148903.8539,Cable,30,3,Inf,14.99,0,0,14.99,0,Yes,,,,
Suddenlink Communications,MISSOURI,148903.8539,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
"Google Fiber Missouri, LLC",MISSOURI,60480.5353,FTTH,1000,1000,Inf,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MISSOURI,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MISSOURI,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MISSOURI,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,148903.8539,Cable,100,10,Inf,159.95,0,0,159.95,0,Yes,,,,
MCC Missouri LLC,MISSOURI,148903.8539,Cable,1000,50,6000,139.99,15,0,154.99,0,Yes,,,,
MCC Missouri LLC,MISSOURI,148903.8539,Cable,100,10,1000,79.99,15,0,94.99,0,Yes,,,,
MCC Missouri LLC,MISSOURI,148903.8539,Cable,60,5,400,69.99,15,0,84.99,0,Yes,,,,
Suddenlink Communications,MISSOURI,148903.8539,Cable,200,20,350,99.99,0,3.5,103.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MISSOURI,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,148903.8539,Cable,500,25,Inf,199.95,0,0,199.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",MISSOURI,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,74451.92697,FTTH,20,20,Inf,89.95,0,0,89.95,0,Yes,,,,
MCC Missouri LLC,MISSOURI,148903.8539,Cable,60,5,60,29.99,15,0,44.99,0,Yes,,,,
Suddenlink Communications,MISSOURI,60480.5353,Cable,30,3,Inf,14.99,0,0,14.99,0,Yes,,,,
"Google Fiber Missouri, LLC",MISSOURI,148903.8539,FTTH,500,500,Inf,55,0,0,55,0,Yes,,,,
"Google Fiber Missouri, LLC",MISSOURI,60480.5353,FTTH,25,25,Inf,15,0,0,15,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,148903.8539,Cable,15,5,Inf,119.95,0,0,119.95,0,Yes,,,,
Suddenlink Communications,MISSOURI,60480.5353,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,148903.8539,Cable,1000,25,Inf,279.95,0,0,279.95,0,Yes,,,,
Suddenlink Communications,MISSOURI,60480.5353,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
"Google Fiber Missouri, LLC",MISSOURI,148903.8539,FTTH,1000,1000,Inf,70,0,0,70,0,Yes,,,,
MCC Missouri LLC,MISSOURI,148903.8539,Cable,200,20,2000,99.99,15,0,114.99,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,74451.92697,Cable,25,3,500,89.95,0,0,89.95,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,148903.8539,Cable,250,25,Inf,189.95,0,0,189.95,0,Yes,,,,
MCC Missouri LLC,MISSOURI,148903.8539,Cable,60,5,200,49.99,15,0,64.99,0,Yes,,,,
MCC Missouri LLC,MISSOURI,148903.8539,Cable,500,30,4000,119.99,15,0,134.99,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,148903.8539,Cable,15,1,250,74.95,0,0,74.95,0,Yes,,,,
"Citizens Cablevision, Inc.",MISSOURI,148903.8539,Cable,10,1,100,54.95,0,0,54.95,0,Yes,,,,
Allo Communications,NEBRASKA,60480.5353,FTTH,500,500,Inf,70,0,0,70,0,Yes,,,,
"CenturyLink, Inc.",NEBRASKA,1861924.8,DSL,100,10,1000,65,0,0,65,0,Yes,,,,
Allo Communications,NEBRASKA,60480.5353,FTTH,1000,1000,Inf,99,0,0,99,0,Yes,,,,
Cox Communications,NEVADA,1529372.4,Cable,10,1,1280,44.99,0,0,44.99,0,Yes,,,,
Cox Communications,NEVADA,1529372.4,Cable,150,10,1280,87.99,0,0,87.99,0,Yes,,,,
Cox Communications,NEVADA,1529372.4,Cable,500,10,1280,99.99,0,0,99.99,0,Yes,,,,
LasVegas.Net,NEVADA,16746.3308,Fixed wireless,50,10,Inf,125,0,0,125,0,Yes,,,,
Cox Communications,NEVADA,1529372.4,Cable,1000,35,1280,119.99,0,0,119.99,0,Yes,,,,
LasVegas.Net,NEVADA,16746.3308,Fixed wireless,25,5,Inf,90,0,0,90,0,Yes,,,,
Cox Communications,NEVADA,1529372.4,Cable,50,3,1280,66.99,0,0,66.99,0,Yes,,,,
LasVegas.Net,NEVADA,16746.3308,Fixed wireless,5,1,Inf,60,0,0,60,0,Yes,,,,
LasVegas.Net,NEVADA,16746.3308,Fixed wireless,15,2,Inf,75,0,0,75,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,7,1,Inf,59.99,0,2.97,62.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,30240.26765,DSL,60,10,Inf,92.99,0,2.97,95.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,20160.17843,DSL,40,2,Inf,82.99,0,2.97,85.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,20,1.5,Inf,74.99,0,2.97,77.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,30,10,Inf,77.99,0,2.97,80.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,150,75,Inf,169.99,0,2.97,172.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,5,2,Inf,60.99,0,2.97,63.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,49634.61798,FTTH,15,15,Inf,82.99,0,2.97,85.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,500,250,Inf,167.99,0,2.97,170.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,30240.26765,DSL,60,20,Inf,92.99,0,2.97,95.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,3,1,Inf,51.99,0,2.97,54.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,5,2,Inf,60.99,0,2.97,63.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,75,35,Inf,137.99,0,2.97,140.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,80,20,Inf,102.99,0,2.97,105.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,50,20,Inf,87.99,0,2.97,90.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,80,20,Inf,102.99,0,2.97,105.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,74451.92697,DSL,10,1,Inf,67.99,0,2.97,70.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,20160.17843,DSL,40,10,Inf,82.99,0,2.97,85.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,74451.92697,DSL,60,10,Inf,92.99,0,2.97,95.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,150,75,Inf,169.99,0,2.97,172.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,1000,500,Inf,187.99,0,2.97,190.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,250,100,Inf,147.99,0,2.97,150.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,30240.26765,DSL,20,5,Inf,67.99,0,2.97,70.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,500,250,Inf,167.99,0,2.97,170.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,49634.61798,DSL,40,2,Inf,82.99,0,2.97,85.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,49634.61798,DSL,40,10,Inf,82.99,0,2.97,85.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,74451.92697,DSL,60,20,Inf,92.99,0,2.97,95.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,15,2,Inf,70.99,0,2.97,73.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,50,25,Inf,117.99,0,2.97,120.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,30240.26765,DSL,10,1,Inf,67.99,0,2.97,70.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,50,25,Inf,117.99,0,2.97,120.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,20,1.5,Inf,74.99,0,2.97,77.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,15,2,Inf,70.99,0,2.97,73.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,30,10,Inf,77.99,0,2.97,80.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,25,2,Inf,78.99,0,2.97,81.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,100,50,Inf,149.99,0,2.97,152.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,15,1,Inf,71.99,0,2.97,74.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,74451.92697,DSL,20,5,Inf,67.99,0,2.97,70.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,25,2,Inf,78.99,0,2.97,81.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,DSL,15,1,Inf,71.99,0,2.97,74.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,20160.17843,FTTH,15,15,Inf,82.99,0,2.97,85.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,50,20,Inf,87.99,0,2.97,90.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,1000,1000,Inf,207.99,0,2.97,210.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,7,1,Inf,59.99,0,2.97,62.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,75,35,Inf,137.99,0,2.97,140.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,1000,1000,Inf,207.99,0,2.97,210.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,1000,500,Inf,187.99,0,2.97,190.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,30,15,Inf,119.99,0,2.97,122.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,30,15,Inf,119.99,0,2.97,122.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,60480.5353,FTTH,100,50,Inf,149.99,0,2.97,152.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,FTTH,250,100,Inf,147.99,0,2.97,150.96,0,Yes,,,,
"Consolidated Communications of Northern New England, LLC",NEW HAMPSHIRE,148903.8539,DSL,3,1,Inf,51.99,0,2.97,54.96,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,359038.2,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,718076.4,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,718076.4,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,359038.2,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,718076.4,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,359038.2,Cable,500,500,Inf,129.99,0,3.5,133.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,359038.2,Cable,300,300,Inf,109.99,0,3.5,113.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,718076.4,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,718076.4,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,359038.2,Cable,940,940,Inf,139.99,0,3.5,143.49,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
Verizon New Jersey Inc.,NEW JERSEY,975426.4,FTTH,940,880,Inf,79.99,0,0,79.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
Verizon New Jersey Inc.,NEW JERSEY,975426.4,FTTH,200,200,Inf,39.99,0,0,39.99,0,Yes,,,,
Verizon New Jersey Inc.,NEW JERSEY,3050313.2,FTTH,200,200,Inf,39.99,0,0,39.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
CSC Holdings LLC,NEW JERSEY,96111.6,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
Verizon New Jersey Inc.,NEW JERSEY,3050313.2,FTTH,940,880,Inf,79.99,0,0,79.99,0,Yes,,,,
